Agency,Cntyfip,Circumstance,MSA,Number of Records,Solved,Source,State,Vic Age,Vic Race,Vic Sex,Weapon,Year
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,36,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,33,Black,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,Black,Male,Knife or cutting instrument,1993
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,65,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,999,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,47,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,14,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2006
Annapolis,"Anne Arundel, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,36,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,46,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,2,Black,Male,"Handgun - pistol, revolver, etc",1992
Cottage City,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,No,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,No,FBI,Maryland,41,Black,Male,"Handgun - pistol, revolver, etc",2006
Bladensburg,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2003
Bladensburg,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,50,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,49,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2009
Natural Resources Police,"Anne Arundel, MD",All other manslaughter by negligence,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,White,Male,Other or type unknown,1981
Harford County,"Harford, MD",Other negligent handling of gun,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,33,White,Male,Shotgun,2015
Prince George's County Police Department,"Prince George's, MD",All other manslaughter by negligence,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,12,Black,Male,"Handgun - pistol, revolver, etc",1983
Baltimore,"Baltimore city, MD",Other negligent handling of gun,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1977
Frederick,"Frederick, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1980
Montgomery County Police Department,"Montgomery, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,26,White,Male,"Handgun - pistol, revolver, etc",1980
Montgomery County Police Department,"Montgomery, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,18,White,Male,"Handgun - pistol, revolver, etc",1980
Montgomery County Police Department,"Montgomery, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,17,White,Male,Rifle,1986
Prince George's County Police Department,"Prince George's, MD",Victim shot in hunting accident,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,17,White,Male,Shotgun,1983
Baltimore County Police Department,"Baltimore, MD",Other negligent handling of gun,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,10,White,Male,"Handgun - pistol, revolver, etc",1978
Prince George's County Police Department,"Prince George's, MD",Gun-cleaning death - other than self,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,17,White,Male,Shotgun,1984
Bladensburg,"Prince George's, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,16,White,Male,"Handgun - pistol, revolver, etc",2016
Baltimore,"Baltimore city, MD",Other negligent handling of gun,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,White,Male,"Handgun - pistol, revolver, etc",1977
Greenbelt,"Prince George's, MD",Other negligent handling of gun,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,15,White,Male,Shotgun,1980
Baltimore,"Baltimore city, MD",Children playing with gun,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,7,White,Male,"Handgun - pistol, revolver, etc",1976
State Police: Somerset County,"Somerset, MD",Victim shot in hunting accident,"Salisbury, MD",1,Yes,FBI,Maryland,51,White,Male,Rifle,1978
State Police: Prince George's County,"Prince George's, MD",Victim shot in hunting accident,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,30,White,Male,Rifle,1980
Washington County,"Washington, MD",Other negligent handling of gun,"Hagerstown-Martinsburg, MD-WV",1,Yes,FBI,Maryland,15,White,Male,"Handgun - pistol, revolver, etc",1978
Baltimore County Police Department,"Baltimore, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,42,American Indian or Alaskan Native,Female,"Personal weapons, includes beating",2000
Montgomery County Police Department,"Montgomery, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,32,Asian or Pacific Islander,Female,"Handgun - pistol, revolver, etc",1997
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,39,Asian or Pacific Islander,Female,Strangulation - hanging,2004
Baltimore County Police Department,"Baltimore, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Asian or Pacific Islander,Female,"Personal weapons, includes beating",1999
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,44,Asian or Pacific Islander,Female,Knife or cutting instrument,2003
Baltimore County Police Department,"Baltimore, MD",Robbery,"Baltimore-Towson, MD",1,No,FBI,Maryland,45,Asian or Pacific Islander,Female,"Personal weapons, includes beating",2001
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,42,Asian or Pacific Islander,Female,Other or type unknown,1994
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,31,Asian or Pacific Islander,Female,Strangulation - hanging,1992
Laurel,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,61,Asian or Pacific Islander,Female,Other or type unknown,1988
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,No,FBI,Maryland,39,Asian or Pacific Islander,Female,"Handgun - pistol, revolver, etc",1996
Greenbelt,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,50,Asian or Pacific Islander,Female,Knife or cutting instrument,2003
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,21,Black,Female,"Handgun - pistol, revolver, etc",1992
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,38,Black,Female,"Personal weapons, includes beating",1993
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,44,Black,Female,"Personal weapons, includes beating",1993
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,15,Black,Female,"Handgun - pistol, revolver, etc",1995
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,21,Black,Female,"Handgun - pistol, revolver, etc",1995
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,14,Black,Female,"Personal weapons, includes beating",1993
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,35,Black,Female,"Personal weapons, includes beating",1993
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,10,Black,Female,"Handgun - pistol, revolver, etc",2002
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,55,Black,Female,"Handgun - pistol, revolver, etc",2003
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,17,Black,Female,"Handgun - pistol, revolver, etc",2004
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,21,Black,Female,"Handgun - pistol, revolver, etc",2006
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,999,Black,Female,"Handgun - pistol, revolver, etc",2006
Prince George's County Police Department,"Prince George's, MD",Other,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,45,Black,Female,"Handgun - pistol, revolver, etc",1999
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,37,Black,Female,"Handgun - pistol, revolver, etc",2009
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,17,Black,Female,"Handgun - pistol, revolver, etc",2009
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,46,Black,Female,"Handgun - pistol, revolver, etc",2009
Prince George's County Police Department,"Prince George's, MD",Arson,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,1,Black,Female,Fire,2003
Prince George's County Police Department,"Prince George's, MD",Arson,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,50,Black,Female,Fire,2003
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,19,Black,Female,Other or type unknown,2009
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,43,Black,Female,Other or type unknown,2009
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,43,Black,Female,"Handgun - pistol, revolver, etc",2009
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,18,Black,Female,"Handgun - pistol, revolver, etc",2004
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,61,Black,Female,"Handgun - pistol, revolver, etc",1995
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,21,Black,Female,"Handgun - pistol, revolver, etc",1991
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,39,Black,Female,"Handgun - pistol, revolver, etc",1991
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,30,Black,Female,"Personal weapons, includes beating",1989
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,76,Black,Female,Knife or cutting instrument,2003
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,77,Black,Female,Knife or cutting instrument,2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,15,Black,Female,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,36,Black,Female,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,49,White,Male,"Blunt object - hammer, club, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,999,White,Male,"Blunt object - hammer, club, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,36,White,Male,"Blunt object - hammer, club, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,White,Male,"Handgun - pistol, revolver, etc",1997
Takoma Park,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,26,White,Male,"Handgun - pistol, revolver, etc",1998
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,White,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,White,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,White,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,No,FBI,Maryland,47,White,Male,"Handgun - pistol, revolver, etc",1995
